timestamp,pod,cpu_usage(m),memory_usage(Mi)
2023-11-22 03:37:44,carts-5bb979cb6d-zdvn9,85,455
2023-11-22 03:37:44,carts-db-98ff4cbc7-qrqpw,3556,344
2023-11-22 03:37:44,catalogue-7c89c4b8b7-wqpl2,2,69
2023-11-22 03:37:44,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:37:44,front-end-5d7b595bcd-kh446,551,454
2023-11-22 03:37:44,orders-d5f745cc6-4qnrb,7,439
2023-11-22 03:37:44,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:37:44,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:37:44,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:37:44,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:37:44,session-db-9dc55b5b-2qmdw,28,44
2023-11-22 03:37:44,shipping-78db6c6958-zxb5v,3,237
2023-11-22 03:37:44,user-5c8d59bcd4-24rqf,161,194
2023-11-22 03:37:44,user-db-758477f574-w5dn9,97,520
2023-11-22 03:37:45,carts-5bb979cb6d-zdvn9,85,455
2023-11-22 03:37:45,carts-db-98ff4cbc7-qrqpw,3556,344
2023-11-22 03:37:45,catalogue-7c89c4b8b7-wqpl2,2,69
2023-11-22 03:37:45,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:37:45,front-end-5d7b595bcd-kh446,551,454
2023-11-22 03:37:45,orders-d5f745cc6-4qnrb,7,439
2023-11-22 03:37:45,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:37:45,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:37:45,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:37:45,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:37:45,session-db-9dc55b5b-2qmdw,28,44
2023-11-22 03:37:45,shipping-78db6c6958-zxb5v,3,237
2023-11-22 03:37:45,user-5c8d59bcd4-24rqf,161,194
2023-11-22 03:37:45,user-db-758477f574-w5dn9,97,520
2023-11-22 03:37:46,carts-5bb979cb6d-zdvn9,85,455
2023-11-22 03:37:46,carts-db-98ff4cbc7-qrqpw,3556,344
2023-11-22 03:37:46,catalogue-7c89c4b8b7-wqpl2,2,69
2023-11-22 03:37:46,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:37:46,front-end-5d7b595bcd-kh446,551,454
2023-11-22 03:37:46,orders-d5f745cc6-4qnrb,7,439
2023-11-22 03:37:46,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:37:46,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:37:46,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:37:46,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:37:46,session-db-9dc55b5b-2qmdw,28,44
2023-11-22 03:37:46,shipping-78db6c6958-zxb5v,3,237
2023-11-22 03:37:46,user-5c8d59bcd4-24rqf,161,194
2023-11-22 03:37:46,user-db-758477f574-w5dn9,97,520
2023-11-22 03:37:47,carts-5bb979cb6d-zdvn9,85,455
2023-11-22 03:37:47,carts-db-98ff4cbc7-qrqpw,3556,344
2023-11-22 03:37:47,catalogue-7c89c4b8b7-wqpl2,2,69
2023-11-22 03:37:47,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:37:47,front-end-5d7b595bcd-kh446,551,454
2023-11-22 03:37:47,orders-d5f745cc6-4qnrb,7,439
2023-11-22 03:37:47,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:37:47,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:37:47,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:37:47,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:37:47,session-db-9dc55b5b-2qmdw,28,44
2023-11-22 03:37:47,shipping-78db6c6958-zxb5v,3,237
2023-11-22 03:37:47,user-5c8d59bcd4-24rqf,161,194
2023-11-22 03:37:47,user-db-758477f574-w5dn9,97,520
2023-11-22 03:37:48,carts-5bb979cb6d-zdvn9,85,455
2023-11-22 03:37:48,carts-db-98ff4cbc7-qrqpw,3556,344
2023-11-22 03:37:48,catalogue-7c89c4b8b7-wqpl2,2,69
2023-11-22 03:37:48,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:37:48,front-end-5d7b595bcd-kh446,551,454
2023-11-22 03:37:48,orders-d5f745cc6-4qnrb,7,439
2023-11-22 03:37:48,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:37:48,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:37:48,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:37:48,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:37:48,session-db-9dc55b5b-2qmdw,28,44
2023-11-22 03:37:48,shipping-78db6c6958-zxb5v,3,237
2023-11-22 03:37:48,user-5c8d59bcd4-24rqf,161,194
2023-11-22 03:37:48,user-db-758477f574-w5dn9,97,520
2023-11-22 03:37:49,carts-5bb979cb6d-zdvn9,85,455
2023-11-22 03:37:49,carts-db-98ff4cbc7-qrqpw,3556,344
2023-11-22 03:37:49,catalogue-7c89c4b8b7-wqpl2,2,69
2023-11-22 03:37:49,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:37:49,front-end-5d7b595bcd-kh446,551,454
2023-11-22 03:37:49,orders-d5f745cc6-4qnrb,7,439
2023-11-22 03:37:49,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:37:49,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:37:49,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:37:49,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:37:49,session-db-9dc55b5b-2qmdw,28,44
2023-11-22 03:37:49,shipping-78db6c6958-zxb5v,3,237
2023-11-22 03:37:49,user-5c8d59bcd4-24rqf,161,194
2023-11-22 03:37:49,user-db-758477f574-w5dn9,97,520
2023-11-22 03:37:50,carts-5bb979cb6d-zdvn9,85,455
2023-11-22 03:37:50,carts-db-98ff4cbc7-qrqpw,3556,344
2023-11-22 03:37:50,catalogue-7c89c4b8b7-wqpl2,2,69
2023-11-22 03:37:50,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:37:50,front-end-5d7b595bcd-kh446,551,454
2023-11-22 03:37:50,orders-d5f745cc6-4qnrb,7,439
2023-11-22 03:37:50,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:37:50,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:37:50,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:37:50,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:37:50,session-db-9dc55b5b-2qmdw,28,44
2023-11-22 03:37:50,shipping-78db6c6958-zxb5v,3,237
2023-11-22 03:37:50,user-5c8d59bcd4-24rqf,161,194
2023-11-22 03:37:50,user-db-758477f574-w5dn9,97,520
2023-11-22 03:37:51,carts-5bb979cb6d-zdvn9,85,455
2023-11-22 03:37:51,carts-db-98ff4cbc7-qrqpw,3556,344
2023-11-22 03:37:51,catalogue-7c89c4b8b7-wqpl2,2,69
2023-11-22 03:37:51,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:37:51,front-end-5d7b595bcd-kh446,551,454
2023-11-22 03:37:51,orders-d5f745cc6-4qnrb,7,439
2023-11-22 03:37:51,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:37:51,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:37:51,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:37:51,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:37:51,session-db-9dc55b5b-2qmdw,28,44
2023-11-22 03:37:51,shipping-78db6c6958-zxb5v,3,237
2023-11-22 03:37:51,user-5c8d59bcd4-24rqf,161,194
2023-11-22 03:37:51,user-db-758477f574-w5dn9,97,520
2023-11-22 03:37:52,carts-5bb979cb6d-zdvn9,85,455
2023-11-22 03:37:52,carts-db-98ff4cbc7-qrqpw,3556,344
2023-11-22 03:37:52,catalogue-7c89c4b8b7-wqpl2,2,69
2023-11-22 03:37:52,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:37:52,front-end-5d7b595bcd-kh446,551,454
2023-11-22 03:37:52,orders-d5f745cc6-4qnrb,7,439
2023-11-22 03:37:52,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:37:52,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:37:52,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:37:52,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:37:52,session-db-9dc55b5b-2qmdw,28,44
2023-11-22 03:37:52,shipping-78db6c6958-zxb5v,3,237
2023-11-22 03:37:52,user-5c8d59bcd4-24rqf,161,194
2023-11-22 03:37:52,user-db-758477f574-w5dn9,97,520
2023-11-22 03:37:53,carts-5bb979cb6d-zdvn9,85,455
2023-11-22 03:37:53,carts-db-98ff4cbc7-qrqpw,3556,344
2023-11-22 03:37:53,catalogue-7c89c4b8b7-wqpl2,2,69
2023-11-22 03:37:53,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:37:53,front-end-5d7b595bcd-kh446,551,454
2023-11-22 03:37:53,orders-d5f745cc6-4qnrb,7,439
2023-11-22 03:37:53,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:37:53,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:37:53,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:37:53,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:37:53,session-db-9dc55b5b-2qmdw,28,44
2023-11-22 03:37:53,shipping-78db6c6958-zxb5v,3,237
2023-11-22 03:37:53,user-5c8d59bcd4-24rqf,161,194
2023-11-22 03:37:53,user-db-758477f574-w5dn9,97,520
2023-11-22 03:37:54,carts-5bb979cb6d-zdvn9,85,455
2023-11-22 03:37:54,carts-db-98ff4cbc7-qrqpw,3556,344
2023-11-22 03:37:54,catalogue-7c89c4b8b7-wqpl2,2,69
2023-11-22 03:37:54,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:37:54,front-end-5d7b595bcd-kh446,551,454
2023-11-22 03:37:54,orders-d5f745cc6-4qnrb,7,439
2023-11-22 03:37:54,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:37:54,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:37:54,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:37:54,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:37:54,session-db-9dc55b5b-2qmdw,28,44
2023-11-22 03:37:54,shipping-78db6c6958-zxb5v,3,237
2023-11-22 03:37:54,user-5c8d59bcd4-24rqf,161,194
2023-11-22 03:37:54,user-db-758477f574-w5dn9,97,520
2023-11-22 03:37:55,carts-5bb979cb6d-zdvn9,80,456
2023-11-22 03:37:55,carts-db-98ff4cbc7-qrqpw,3023,345
2023-11-22 03:37:55,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:37:55,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:37:55,front-end-5d7b595bcd-kh446,547,471
2023-11-22 03:37:55,orders-d5f745cc6-4qnrb,8,438
2023-11-22 03:37:55,orders-db-c6897fc87-lmpxx,6,84
2023-11-22 03:37:55,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:37:55,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:37:55,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:37:55,session-db-9dc55b5b-2qmdw,26,44
2023-11-22 03:37:55,shipping-78db6c6958-zxb5v,3,225
2023-11-22 03:37:55,user-5c8d59bcd4-24rqf,165,193
2023-11-22 03:37:55,user-db-758477f574-w5dn9,97,523
2023-11-22 03:37:56,carts-5bb979cb6d-zdvn9,80,456
2023-11-22 03:37:56,carts-db-98ff4cbc7-qrqpw,3023,345
2023-11-22 03:37:56,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:37:56,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:37:56,front-end-5d7b595bcd-kh446,547,471
2023-11-22 03:37:56,orders-d5f745cc6-4qnrb,8,438
2023-11-22 03:37:56,orders-db-c6897fc87-lmpxx,6,84
2023-11-22 03:37:56,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:37:56,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:37:56,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:37:56,session-db-9dc55b5b-2qmdw,26,44
2023-11-22 03:37:56,shipping-78db6c6958-zxb5v,3,225
2023-11-22 03:37:56,user-5c8d59bcd4-24rqf,165,193
2023-11-22 03:37:56,user-db-758477f574-w5dn9,97,523
2023-11-22 03:37:57,carts-5bb979cb6d-zdvn9,80,456
2023-11-22 03:37:57,carts-db-98ff4cbc7-qrqpw,3023,345
2023-11-22 03:37:57,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:37:57,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:37:57,front-end-5d7b595bcd-kh446,547,471
2023-11-22 03:37:57,orders-d5f745cc6-4qnrb,8,438
2023-11-22 03:37:57,orders-db-c6897fc87-lmpxx,6,84
2023-11-22 03:37:57,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:37:57,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:37:57,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:37:57,session-db-9dc55b5b-2qmdw,26,44
2023-11-22 03:37:57,shipping-78db6c6958-zxb5v,3,225
2023-11-22 03:37:57,user-5c8d59bcd4-24rqf,165,193
2023-11-22 03:37:57,user-db-758477f574-w5dn9,97,523
2023-11-22 03:37:58,carts-5bb979cb6d-zdvn9,80,456
2023-11-22 03:37:58,carts-db-98ff4cbc7-qrqpw,3023,345
2023-11-22 03:37:58,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:37:58,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:37:58,front-end-5d7b595bcd-kh446,547,471
2023-11-22 03:37:58,orders-d5f745cc6-4qnrb,8,438
2023-11-22 03:37:58,orders-db-c6897fc87-lmpxx,6,84
2023-11-22 03:37:58,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:37:58,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:37:58,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:37:58,session-db-9dc55b5b-2qmdw,26,44
2023-11-22 03:37:58,shipping-78db6c6958-zxb5v,3,225
2023-11-22 03:37:58,user-5c8d59bcd4-24rqf,165,193
2023-11-22 03:37:58,user-db-758477f574-w5dn9,97,523
2023-11-22 03:37:59,carts-5bb979cb6d-zdvn9,80,456
2023-11-22 03:37:59,carts-db-98ff4cbc7-qrqpw,3023,345
2023-11-22 03:37:59,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:37:59,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:37:59,front-end-5d7b595bcd-kh446,547,471
2023-11-22 03:37:59,orders-d5f745cc6-4qnrb,8,438
2023-11-22 03:37:59,orders-db-c6897fc87-lmpxx,6,84
2023-11-22 03:37:59,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:37:59,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:37:59,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:37:59,session-db-9dc55b5b-2qmdw,26,44
2023-11-22 03:37:59,shipping-78db6c6958-zxb5v,3,225
2023-11-22 03:37:59,user-5c8d59bcd4-24rqf,165,193
2023-11-22 03:37:59,user-db-758477f574-w5dn9,97,523
2023-11-22 03:38:00,carts-5bb979cb6d-zdvn9,80,456
2023-11-22 03:38:00,carts-db-98ff4cbc7-qrqpw,3023,345
2023-11-22 03:38:00,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:38:00,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:38:00,front-end-5d7b595bcd-kh446,547,471
2023-11-22 03:38:00,orders-d5f745cc6-4qnrb,8,438
2023-11-22 03:38:00,orders-db-c6897fc87-lmpxx,6,84
2023-11-22 03:38:00,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:38:00,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:38:00,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:38:00,session-db-9dc55b5b-2qmdw,26,44
2023-11-22 03:38:00,shipping-78db6c6958-zxb5v,3,225
2023-11-22 03:38:00,user-5c8d59bcd4-24rqf,165,193
2023-11-22 03:38:00,user-db-758477f574-w5dn9,97,523
2023-11-22 03:38:01,carts-5bb979cb6d-zdvn9,80,456
2023-11-22 03:38:01,carts-db-98ff4cbc7-qrqpw,3023,345
2023-11-22 03:38:01,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:38:01,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:38:01,front-end-5d7b595bcd-kh446,547,471
2023-11-22 03:38:01,orders-d5f745cc6-4qnrb,8,438
2023-11-22 03:38:01,orders-db-c6897fc87-lmpxx,6,84
2023-11-22 03:38:01,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:38:01,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:38:01,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:38:01,session-db-9dc55b5b-2qmdw,26,44
2023-11-22 03:38:01,shipping-78db6c6958-zxb5v,3,225
2023-11-22 03:38:01,user-5c8d59bcd4-24rqf,165,193
2023-11-22 03:38:01,user-db-758477f574-w5dn9,97,523
2023-11-22 03:38:02,carts-5bb979cb6d-zdvn9,80,456
2023-11-22 03:38:02,carts-db-98ff4cbc7-qrqpw,3023,345
2023-11-22 03:38:02,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:38:02,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:38:02,front-end-5d7b595bcd-kh446,547,471
2023-11-22 03:38:02,orders-d5f745cc6-4qnrb,8,438
2023-11-22 03:38:02,orders-db-c6897fc87-lmpxx,6,84
2023-11-22 03:38:02,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:38:02,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:38:02,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:38:02,session-db-9dc55b5b-2qmdw,26,44
2023-11-22 03:38:02,shipping-78db6c6958-zxb5v,3,225
2023-11-22 03:38:02,user-5c8d59bcd4-24rqf,165,193
2023-11-22 03:38:02,user-db-758477f574-w5dn9,97,523
2023-11-22 03:38:03,carts-5bb979cb6d-zdvn9,80,456
2023-11-22 03:38:03,carts-db-98ff4cbc7-qrqpw,3023,345
2023-11-22 03:38:03,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:38:03,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:38:03,front-end-5d7b595bcd-kh446,547,471
2023-11-22 03:38:03,orders-d5f745cc6-4qnrb,8,438
2023-11-22 03:38:03,orders-db-c6897fc87-lmpxx,6,84
2023-11-22 03:38:03,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:38:03,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:38:03,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:38:03,session-db-9dc55b5b-2qmdw,26,44
2023-11-22 03:38:03,shipping-78db6c6958-zxb5v,3,225
2023-11-22 03:38:03,user-5c8d59bcd4-24rqf,165,193
2023-11-22 03:38:03,user-db-758477f574-w5dn9,97,523
2023-11-22 03:38:04,carts-5bb979cb6d-zdvn9,80,456
2023-11-22 03:38:04,carts-db-98ff4cbc7-qrqpw,3023,345
2023-11-22 03:38:04,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:38:04,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:38:04,front-end-5d7b595bcd-kh446,547,471
2023-11-22 03:38:04,orders-d5f745cc6-4qnrb,8,438
2023-11-22 03:38:04,orders-db-c6897fc87-lmpxx,6,84
2023-11-22 03:38:04,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:38:04,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:38:04,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:38:04,session-db-9dc55b5b-2qmdw,26,44
2023-11-22 03:38:04,shipping-78db6c6958-zxb5v,3,225
2023-11-22 03:38:04,user-5c8d59bcd4-24rqf,165,193
2023-11-22 03:38:04,user-db-758477f574-w5dn9,97,523
2023-11-22 03:38:05,carts-5bb979cb6d-zdvn9,80,456
2023-11-22 03:38:05,carts-db-98ff4cbc7-qrqpw,3023,345
2023-11-22 03:38:05,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:38:05,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:38:05,front-end-5d7b595bcd-kh446,547,471
2023-11-22 03:38:05,orders-d5f745cc6-4qnrb,8,438
2023-11-22 03:38:05,orders-db-c6897fc87-lmpxx,6,84
2023-11-22 03:38:05,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:38:05,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:38:05,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:38:05,session-db-9dc55b5b-2qmdw,26,44
2023-11-22 03:38:05,shipping-78db6c6958-zxb5v,3,225
2023-11-22 03:38:05,user-5c8d59bcd4-24rqf,165,193
2023-11-22 03:38:05,user-db-758477f574-w5dn9,97,523
2023-11-22 03:38:06,carts-5bb979cb6d-zdvn9,80,456
2023-11-22 03:38:06,carts-db-98ff4cbc7-qrqpw,3023,345
2023-11-22 03:38:06,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:38:06,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:38:06,front-end-5d7b595bcd-kh446,547,471
2023-11-22 03:38:06,orders-d5f745cc6-4qnrb,8,438
2023-11-22 03:38:06,orders-db-c6897fc87-lmpxx,6,84
2023-11-22 03:38:06,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:38:06,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:38:06,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:38:06,session-db-9dc55b5b-2qmdw,26,44
2023-11-22 03:38:06,shipping-78db6c6958-zxb5v,3,225
2023-11-22 03:38:06,user-5c8d59bcd4-24rqf,165,193
2023-11-22 03:38:06,user-db-758477f574-w5dn9,97,523
2023-11-22 03:38:07,carts-5bb979cb6d-zdvn9,80,456
2023-11-22 03:38:07,carts-db-98ff4cbc7-qrqpw,3023,345
2023-11-22 03:38:07,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:38:07,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:38:07,front-end-5d7b595bcd-kh446,547,471
2023-11-22 03:38:07,orders-d5f745cc6-4qnrb,8,438
2023-11-22 03:38:07,orders-db-c6897fc87-lmpxx,6,84
2023-11-22 03:38:07,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:38:07,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:38:07,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:38:07,session-db-9dc55b5b-2qmdw,26,44
2023-11-22 03:38:07,shipping-78db6c6958-zxb5v,3,225
2023-11-22 03:38:07,user-5c8d59bcd4-24rqf,165,193
2023-11-22 03:38:07,user-db-758477f574-w5dn9,97,523
2023-11-22 03:38:08,carts-5bb979cb6d-zdvn9,80,456
2023-11-22 03:38:08,carts-db-98ff4cbc7-qrqpw,3023,345
2023-11-22 03:38:08,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:38:08,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:38:08,front-end-5d7b595bcd-kh446,547,471
2023-11-22 03:38:08,orders-d5f745cc6-4qnrb,8,438
2023-11-22 03:38:08,orders-db-c6897fc87-lmpxx,6,84
2023-11-22 03:38:08,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:38:08,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:38:08,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:38:08,session-db-9dc55b5b-2qmdw,26,44
2023-11-22 03:38:08,shipping-78db6c6958-zxb5v,3,225
2023-11-22 03:38:08,user-5c8d59bcd4-24rqf,165,193
2023-11-22 03:38:08,user-db-758477f574-w5dn9,97,523
2023-11-22 03:38:09,carts-5bb979cb6d-zdvn9,80,456
2023-11-22 03:38:09,carts-db-98ff4cbc7-qrqpw,3023,345
2023-11-22 03:38:09,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:38:09,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:38:09,front-end-5d7b595bcd-kh446,547,471
2023-11-22 03:38:09,orders-d5f745cc6-4qnrb,8,438
2023-11-22 03:38:09,orders-db-c6897fc87-lmpxx,6,84
2023-11-22 03:38:09,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:38:09,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:38:09,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:38:09,session-db-9dc55b5b-2qmdw,26,44
2023-11-22 03:38:09,shipping-78db6c6958-zxb5v,3,225
2023-11-22 03:38:09,user-5c8d59bcd4-24rqf,165,193
2023-11-22 03:38:09,user-db-758477f574-w5dn9,97,523
2023-11-22 03:38:10,carts-5bb979cb6d-zdvn9,90,456
2023-11-22 03:38:10,carts-db-98ff4cbc7-qrqpw,3752,344
2023-11-22 03:38:10,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:38:10,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:38:10,front-end-5d7b595bcd-kh446,541,467
2023-11-22 03:38:10,orders-d5f745cc6-4qnrb,7,438
2023-11-22 03:38:10,orders-db-c6897fc87-lmpxx,5,78
2023-11-22 03:38:10,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:38:10,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:38:10,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:38:10,session-db-9dc55b5b-2qmdw,24,44
2023-11-22 03:38:10,shipping-78db6c6958-zxb5v,3,224
2023-11-22 03:38:10,user-5c8d59bcd4-24rqf,164,192
2023-11-22 03:38:10,user-db-758477f574-w5dn9,97,524
2023-11-22 03:38:11,carts-5bb979cb6d-zdvn9,90,456
2023-11-22 03:38:11,carts-db-98ff4cbc7-qrqpw,3752,344
2023-11-22 03:38:11,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:38:11,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:38:11,front-end-5d7b595bcd-kh446,541,467
2023-11-22 03:38:11,orders-d5f745cc6-4qnrb,7,438
2023-11-22 03:38:11,orders-db-c6897fc87-lmpxx,5,78
2023-11-22 03:38:11,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:38:11,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:38:11,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:38:11,session-db-9dc55b5b-2qmdw,24,44
2023-11-22 03:38:11,shipping-78db6c6958-zxb5v,3,224
2023-11-22 03:38:11,user-5c8d59bcd4-24rqf,164,192
2023-11-22 03:38:11,user-db-758477f574-w5dn9,97,524
