timestamp,pod,cpu_usage(m),memory_usage(Mi)
2023-11-22 03:36:28,user-5c8d59bcd4-24rqf,164,194
2023-11-22 03:36:28,user-db-758477f574-w5dn9,164,511
2023-11-22 03:36:29,carts-5bb979cb6d-zdvn9,67,453
2023-11-22 03:36:29,carts-db-98ff4cbc7-qrqpw,2792,345
2023-11-22 03:36:29,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:29,catalogue-db-6d76c95d76-zgzr9,4,319
2023-11-22 03:36:29,front-end-5d7b595bcd-kh446,538,457
2023-11-22 03:36:29,orders-d5f745cc6-4qnrb,7,438
2023-11-22 03:36:29,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:29,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:29,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:36:29,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:29,session-db-9dc55b5b-2qmdw,30,44
2023-11-22 03:36:29,shipping-78db6c6958-zxb5v,3,233
2023-11-22 03:36:29,user-5c8d59bcd4-24rqf,164,194
2023-11-22 03:36:29,user-db-758477f574-w5dn9,164,511
2023-11-22 03:36:30,carts-5bb979cb6d-zdvn9,67,453
2023-11-22 03:36:30,carts-db-98ff4cbc7-qrqpw,2792,345
2023-11-22 03:36:30,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:30,catalogue-db-6d76c95d76-zgzr9,4,319
2023-11-22 03:36:30,front-end-5d7b595bcd-kh446,538,457
2023-11-22 03:36:30,orders-d5f745cc6-4qnrb,7,438
2023-11-22 03:36:30,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:30,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:30,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:36:30,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:30,session-db-9dc55b5b-2qmdw,30,44
2023-11-22 03:36:30,shipping-78db6c6958-zxb5v,3,233
2023-11-22 03:36:30,user-5c8d59bcd4-24rqf,164,194
2023-11-22 03:36:30,user-db-758477f574-w5dn9,164,511
2023-11-22 03:36:31,carts-5bb979cb6d-zdvn9,67,453
2023-11-22 03:36:31,carts-db-98ff4cbc7-qrqpw,2792,345
2023-11-22 03:36:31,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:31,catalogue-db-6d76c95d76-zgzr9,4,319
2023-11-22 03:36:31,front-end-5d7b595bcd-kh446,538,457
2023-11-22 03:36:31,orders-d5f745cc6-4qnrb,7,438
2023-11-22 03:36:31,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:31,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:31,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:36:31,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:31,session-db-9dc55b5b-2qmdw,30,44
2023-11-22 03:36:31,shipping-78db6c6958-zxb5v,3,233
2023-11-22 03:36:31,user-5c8d59bcd4-24rqf,164,194
2023-11-22 03:36:31,user-db-758477f574-w5dn9,164,511
2023-11-22 03:36:32,carts-5bb979cb6d-zdvn9,67,453
2023-11-22 03:36:32,carts-db-98ff4cbc7-qrqpw,2792,345
2023-11-22 03:36:32,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:32,catalogue-db-6d76c95d76-zgzr9,4,319
2023-11-22 03:36:32,front-end-5d7b595bcd-kh446,538,457
2023-11-22 03:36:32,orders-d5f745cc6-4qnrb,7,438
2023-11-22 03:36:32,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:32,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:32,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:36:32,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:32,session-db-9dc55b5b-2qmdw,30,44
2023-11-22 03:36:32,shipping-78db6c6958-zxb5v,3,233
2023-11-22 03:36:32,user-5c8d59bcd4-24rqf,164,194
2023-11-22 03:36:32,user-db-758477f574-w5dn9,164,511
2023-11-22 03:36:33,carts-5bb979cb6d-zdvn9,67,453
2023-11-22 03:36:33,carts-db-98ff4cbc7-qrqpw,2792,345
2023-11-22 03:36:33,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:33,catalogue-db-6d76c95d76-zgzr9,4,319
2023-11-22 03:36:33,front-end-5d7b595bcd-kh446,538,457
2023-11-22 03:36:33,orders-d5f745cc6-4qnrb,7,438
2023-11-22 03:36:33,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:33,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:33,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:36:33,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:33,session-db-9dc55b5b-2qmdw,30,44
2023-11-22 03:36:33,shipping-78db6c6958-zxb5v,3,233
2023-11-22 03:36:33,user-5c8d59bcd4-24rqf,164,194
2023-11-22 03:36:33,user-db-758477f574-w5dn9,164,511
2023-11-22 03:36:34,carts-5bb979cb6d-zdvn9,67,453
2023-11-22 03:36:34,carts-db-98ff4cbc7-qrqpw,2792,345
2023-11-22 03:36:34,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:34,catalogue-db-6d76c95d76-zgzr9,4,319
2023-11-22 03:36:34,front-end-5d7b595bcd-kh446,538,457
2023-11-22 03:36:34,orders-d5f745cc6-4qnrb,7,438
2023-11-22 03:36:34,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:34,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:34,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:36:34,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:34,session-db-9dc55b5b-2qmdw,30,44
2023-11-22 03:36:34,shipping-78db6c6958-zxb5v,3,233
2023-11-22 03:36:34,user-5c8d59bcd4-24rqf,164,194
2023-11-22 03:36:34,user-db-758477f574-w5dn9,164,511
2023-11-22 03:36:35,carts-5bb979cb6d-zdvn9,67,453
2023-11-22 03:36:35,carts-db-98ff4cbc7-qrqpw,2792,345
2023-11-22 03:36:35,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:35,catalogue-db-6d76c95d76-zgzr9,4,319
2023-11-22 03:36:35,front-end-5d7b595bcd-kh446,538,457
2023-11-22 03:36:35,orders-d5f745cc6-4qnrb,7,438
2023-11-22 03:36:35,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:35,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:35,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:36:35,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:35,session-db-9dc55b5b-2qmdw,30,44
2023-11-22 03:36:35,shipping-78db6c6958-zxb5v,3,233
2023-11-22 03:36:35,user-5c8d59bcd4-24rqf,164,194
2023-11-22 03:36:35,user-db-758477f574-w5dn9,164,511
2023-11-22 03:36:36,carts-5bb979cb6d-zdvn9,67,453
2023-11-22 03:36:36,carts-db-98ff4cbc7-qrqpw,2792,345
2023-11-22 03:36:36,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:36,catalogue-db-6d76c95d76-zgzr9,4,319
2023-11-22 03:36:36,front-end-5d7b595bcd-kh446,538,457
2023-11-22 03:36:36,orders-d5f745cc6-4qnrb,7,438
2023-11-22 03:36:36,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:36,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:36,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:36:36,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:36,session-db-9dc55b5b-2qmdw,30,44
2023-11-22 03:36:36,shipping-78db6c6958-zxb5v,3,233
2023-11-22 03:36:36,user-5c8d59bcd4-24rqf,164,194
2023-11-22 03:36:36,user-db-758477f574-w5dn9,164,511
2023-11-22 03:36:37,carts-5bb979cb6d-zdvn9,67,453
2023-11-22 03:36:37,carts-db-98ff4cbc7-qrqpw,2792,345
2023-11-22 03:36:37,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:37,catalogue-db-6d76c95d76-zgzr9,4,319
2023-11-22 03:36:37,front-end-5d7b595bcd-kh446,538,457
2023-11-22 03:36:37,orders-d5f745cc6-4qnrb,7,438
2023-11-22 03:36:37,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:37,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:37,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:36:37,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:37,session-db-9dc55b5b-2qmdw,30,44
2023-11-22 03:36:37,shipping-78db6c6958-zxb5v,3,233
2023-11-22 03:36:37,user-5c8d59bcd4-24rqf,164,194
2023-11-22 03:36:37,user-db-758477f574-w5dn9,164,511
2023-11-22 03:36:38,carts-5bb979cb6d-zdvn9,67,453
2023-11-22 03:36:38,carts-db-98ff4cbc7-qrqpw,2792,345
2023-11-22 03:36:38,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:38,catalogue-db-6d76c95d76-zgzr9,4,319
2023-11-22 03:36:38,front-end-5d7b595bcd-kh446,538,457
2023-11-22 03:36:38,orders-d5f745cc6-4qnrb,7,438
2023-11-22 03:36:38,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:38,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:38,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:36:38,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:38,session-db-9dc55b5b-2qmdw,30,44
2023-11-22 03:36:38,shipping-78db6c6958-zxb5v,3,233
2023-11-22 03:36:38,user-5c8d59bcd4-24rqf,164,194
2023-11-22 03:36:38,user-db-758477f574-w5dn9,164,511
2023-11-22 03:36:39,carts-5bb979cb6d-zdvn9,67,453
2023-11-22 03:36:39,carts-db-98ff4cbc7-qrqpw,2792,345
2023-11-22 03:36:39,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:39,catalogue-db-6d76c95d76-zgzr9,4,319
2023-11-22 03:36:39,front-end-5d7b595bcd-kh446,538,457
2023-11-22 03:36:39,orders-d5f745cc6-4qnrb,7,438
2023-11-22 03:36:39,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:39,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:39,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:36:39,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:39,session-db-9dc55b5b-2qmdw,30,44
2023-11-22 03:36:39,shipping-78db6c6958-zxb5v,3,233
2023-11-22 03:36:39,user-5c8d59bcd4-24rqf,164,194
2023-11-22 03:36:39,user-db-758477f574-w5dn9,164,511
2023-11-22 03:36:40,carts-5bb979cb6d-zdvn9,67,453
2023-11-22 03:36:40,carts-db-98ff4cbc7-qrqpw,2792,345
2023-11-22 03:36:40,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:40,catalogue-db-6d76c95d76-zgzr9,4,319
2023-11-22 03:36:40,front-end-5d7b595bcd-kh446,538,457
2023-11-22 03:36:40,orders-d5f745cc6-4qnrb,7,438
2023-11-22 03:36:40,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:40,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:40,queue-master-78b6f85bb7-dbmqf,4,345
2023-11-22 03:36:40,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:40,session-db-9dc55b5b-2qmdw,30,44
2023-11-22 03:36:40,shipping-78db6c6958-zxb5v,3,233
2023-11-22 03:36:40,user-5c8d59bcd4-24rqf,164,194
2023-11-22 03:36:40,user-db-758477f574-w5dn9,164,511
2023-11-22 03:36:41,carts-5bb979cb6d-zdvn9,119,454
2023-11-22 03:36:41,carts-db-98ff4cbc7-qrqpw,4343,345
2023-11-22 03:36:41,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:41,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:36:41,front-end-5d7b595bcd-kh446,536,469
2023-11-22 03:36:41,orders-d5f745cc6-4qnrb,9,438
2023-11-22 03:36:41,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:41,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:41,queue-master-78b6f85bb7-dbmqf,4,346
2023-11-22 03:36:41,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:41,session-db-9dc55b5b-2qmdw,25,44
2023-11-22 03:36:41,shipping-78db6c6958-zxb5v,5,237
2023-11-22 03:36:41,user-5c8d59bcd4-24rqf,161,195
2023-11-22 03:36:41,user-db-758477f574-w5dn9,176,515
2023-11-22 03:36:42,carts-5bb979cb6d-zdvn9,119,454
2023-11-22 03:36:42,carts-db-98ff4cbc7-qrqpw,4343,345
2023-11-22 03:36:42,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:42,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:36:42,front-end-5d7b595bcd-kh446,536,469
2023-11-22 03:36:42,orders-d5f745cc6-4qnrb,9,438
2023-11-22 03:36:42,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:42,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:42,queue-master-78b6f85bb7-dbmqf,4,346
2023-11-22 03:36:42,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:42,session-db-9dc55b5b-2qmdw,25,44
2023-11-22 03:36:42,shipping-78db6c6958-zxb5v,5,237
2023-11-22 03:36:42,user-5c8d59bcd4-24rqf,161,195
2023-11-22 03:36:42,user-db-758477f574-w5dn9,176,515
2023-11-22 03:36:43,carts-5bb979cb6d-zdvn9,119,454
2023-11-22 03:36:43,carts-db-98ff4cbc7-qrqpw,4343,345
2023-11-22 03:36:43,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:43,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:36:43,front-end-5d7b595bcd-kh446,536,469
2023-11-22 03:36:43,orders-d5f745cc6-4qnrb,9,438
2023-11-22 03:36:43,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:43,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:43,queue-master-78b6f85bb7-dbmqf,4,346
2023-11-22 03:36:43,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:43,session-db-9dc55b5b-2qmdw,25,44
2023-11-22 03:36:43,shipping-78db6c6958-zxb5v,5,237
2023-11-22 03:36:43,user-5c8d59bcd4-24rqf,161,195
2023-11-22 03:36:43,user-db-758477f574-w5dn9,176,515
2023-11-22 03:36:44,carts-5bb979cb6d-zdvn9,119,454
2023-11-22 03:36:44,carts-db-98ff4cbc7-qrqpw,4343,345
2023-11-22 03:36:44,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:44,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:36:44,front-end-5d7b595bcd-kh446,536,469
2023-11-22 03:36:44,orders-d5f745cc6-4qnrb,9,438
2023-11-22 03:36:44,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:44,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:44,queue-master-78b6f85bb7-dbmqf,4,346
2023-11-22 03:36:44,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:44,session-db-9dc55b5b-2qmdw,25,44
2023-11-22 03:36:44,shipping-78db6c6958-zxb5v,5,237
2023-11-22 03:36:44,user-5c8d59bcd4-24rqf,161,195
2023-11-22 03:36:44,user-db-758477f574-w5dn9,176,515
2023-11-22 03:36:45,carts-5bb979cb6d-zdvn9,119,454
2023-11-22 03:36:45,carts-db-98ff4cbc7-qrqpw,4343,345
2023-11-22 03:36:45,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:45,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:36:45,front-end-5d7b595bcd-kh446,536,469
2023-11-22 03:36:45,orders-d5f745cc6-4qnrb,9,438
2023-11-22 03:36:45,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:45,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:45,queue-master-78b6f85bb7-dbmqf,4,346
2023-11-22 03:36:45,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:45,session-db-9dc55b5b-2qmdw,25,44
2023-11-22 03:36:45,shipping-78db6c6958-zxb5v,5,237
2023-11-22 03:36:45,user-5c8d59bcd4-24rqf,161,195
2023-11-22 03:36:45,user-db-758477f574-w5dn9,176,515
2023-11-22 03:36:46,carts-5bb979cb6d-zdvn9,119,454
2023-11-22 03:36:46,carts-db-98ff4cbc7-qrqpw,4343,345
2023-11-22 03:36:46,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:46,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:36:46,front-end-5d7b595bcd-kh446,536,469
2023-11-22 03:36:46,orders-d5f745cc6-4qnrb,9,438
2023-11-22 03:36:46,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:46,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:46,queue-master-78b6f85bb7-dbmqf,4,346
2023-11-22 03:36:46,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:46,session-db-9dc55b5b-2qmdw,25,44
2023-11-22 03:36:46,shipping-78db6c6958-zxb5v,5,237
2023-11-22 03:36:46,user-5c8d59bcd4-24rqf,161,195
2023-11-22 03:36:46,user-db-758477f574-w5dn9,176,515
2023-11-22 03:36:47,carts-5bb979cb6d-zdvn9,119,454
2023-11-22 03:36:47,carts-db-98ff4cbc7-qrqpw,4343,345
2023-11-22 03:36:47,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:47,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:36:47,front-end-5d7b595bcd-kh446,536,469
2023-11-22 03:36:47,orders-d5f745cc6-4qnrb,9,438
2023-11-22 03:36:47,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:47,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:47,queue-master-78b6f85bb7-dbmqf,4,346
2023-11-22 03:36:47,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:47,session-db-9dc55b5b-2qmdw,25,44
2023-11-22 03:36:47,shipping-78db6c6958-zxb5v,5,237
2023-11-22 03:36:47,user-5c8d59bcd4-24rqf,161,195
2023-11-22 03:36:47,user-db-758477f574-w5dn9,176,515
2023-11-22 03:36:48,carts-5bb979cb6d-zdvn9,119,454
2023-11-22 03:36:48,carts-db-98ff4cbc7-qrqpw,4343,345
2023-11-22 03:36:48,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:48,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:36:48,front-end-5d7b595bcd-kh446,536,469
2023-11-22 03:36:48,orders-d5f745cc6-4qnrb,9,438
2023-11-22 03:36:48,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:48,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:48,queue-master-78b6f85bb7-dbmqf,4,346
2023-11-22 03:36:48,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:48,session-db-9dc55b5b-2qmdw,25,44
2023-11-22 03:36:48,shipping-78db6c6958-zxb5v,5,237
2023-11-22 03:36:48,user-5c8d59bcd4-24rqf,161,195
2023-11-22 03:36:48,user-db-758477f574-w5dn9,176,515
2023-11-22 03:36:49,carts-5bb979cb6d-zdvn9,119,454
2023-11-22 03:36:49,carts-db-98ff4cbc7-qrqpw,4343,345
2023-11-22 03:36:49,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:49,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:36:49,front-end-5d7b595bcd-kh446,536,469
2023-11-22 03:36:49,orders-d5f745cc6-4qnrb,9,438
2023-11-22 03:36:49,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:49,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:49,queue-master-78b6f85bb7-dbmqf,4,346
2023-11-22 03:36:49,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:49,session-db-9dc55b5b-2qmdw,25,44
2023-11-22 03:36:49,shipping-78db6c6958-zxb5v,5,237
2023-11-22 03:36:49,user-5c8d59bcd4-24rqf,161,195
2023-11-22 03:36:49,user-db-758477f574-w5dn9,176,515
2023-11-22 03:36:50,carts-5bb979cb6d-zdvn9,119,454
2023-11-22 03:36:50,carts-db-98ff4cbc7-qrqpw,4343,345
2023-11-22 03:36:50,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:50,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:36:50,front-end-5d7b595bcd-kh446,536,469
2023-11-22 03:36:50,orders-d5f745cc6-4qnrb,9,438
2023-11-22 03:36:50,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:50,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:50,queue-master-78b6f85bb7-dbmqf,4,346
2023-11-22 03:36:50,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:50,session-db-9dc55b5b-2qmdw,25,44
2023-11-22 03:36:50,shipping-78db6c6958-zxb5v,5,237
2023-11-22 03:36:50,user-5c8d59bcd4-24rqf,161,195
2023-11-22 03:36:50,user-db-758477f574-w5dn9,176,515
2023-11-22 03:36:51,carts-5bb979cb6d-zdvn9,119,454
2023-11-22 03:36:51,carts-db-98ff4cbc7-qrqpw,4343,345
2023-11-22 03:36:51,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:51,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:36:51,front-end-5d7b595bcd-kh446,536,469
2023-11-22 03:36:51,orders-d5f745cc6-4qnrb,9,438
2023-11-22 03:36:51,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:51,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:51,queue-master-78b6f85bb7-dbmqf,4,346
2023-11-22 03:36:51,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:51,session-db-9dc55b5b-2qmdw,25,44
2023-11-22 03:36:51,shipping-78db6c6958-zxb5v,5,237
2023-11-22 03:36:51,user-5c8d59bcd4-24rqf,161,195
2023-11-22 03:36:51,user-db-758477f574-w5dn9,176,515
2023-11-22 03:36:52,carts-5bb979cb6d-zdvn9,119,454
2023-11-22 03:36:52,carts-db-98ff4cbc7-qrqpw,4343,345
2023-11-22 03:36:52,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:52,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:36:52,front-end-5d7b595bcd-kh446,536,469
2023-11-22 03:36:52,orders-d5f745cc6-4qnrb,9,438
2023-11-22 03:36:52,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:52,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:52,queue-master-78b6f85bb7-dbmqf,4,346
2023-11-22 03:36:52,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:52,session-db-9dc55b5b-2qmdw,25,44
2023-11-22 03:36:52,shipping-78db6c6958-zxb5v,5,237
2023-11-22 03:36:52,user-5c8d59bcd4-24rqf,161,195
2023-11-22 03:36:52,user-db-758477f574-w5dn9,176,515
2023-11-22 03:36:53,carts-5bb979cb6d-zdvn9,119,454
2023-11-22 03:36:53,carts-db-98ff4cbc7-qrqpw,4343,345
2023-11-22 03:36:53,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:53,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:36:53,front-end-5d7b595bcd-kh446,536,469
2023-11-22 03:36:53,orders-d5f745cc6-4qnrb,9,438
2023-11-22 03:36:53,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:53,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:53,queue-master-78b6f85bb7-dbmqf,4,346
2023-11-22 03:36:53,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:53,session-db-9dc55b5b-2qmdw,25,44
2023-11-22 03:36:53,shipping-78db6c6958-zxb5v,5,237
2023-11-22 03:36:53,user-5c8d59bcd4-24rqf,161,195
2023-11-22 03:36:53,user-db-758477f574-w5dn9,176,515
2023-11-22 03:36:54,carts-5bb979cb6d-zdvn9,119,454
2023-11-22 03:36:54,carts-db-98ff4cbc7-qrqpw,4343,345
2023-11-22 03:36:54,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:54,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:36:54,front-end-5d7b595bcd-kh446,536,469
2023-11-22 03:36:54,orders-d5f745cc6-4qnrb,9,438
2023-11-22 03:36:54,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:54,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:54,queue-master-78b6f85bb7-dbmqf,4,346
2023-11-22 03:36:54,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:54,session-db-9dc55b5b-2qmdw,25,44
2023-11-22 03:36:54,shipping-78db6c6958-zxb5v,5,237
2023-11-22 03:36:54,user-5c8d59bcd4-24rqf,161,195
2023-11-22 03:36:54,user-db-758477f574-w5dn9,176,515
2023-11-22 03:36:55,carts-5bb979cb6d-zdvn9,119,454
2023-11-22 03:36:55,carts-db-98ff4cbc7-qrqpw,4343,345
2023-11-22 03:36:55,catalogue-7c89c4b8b7-wqpl2,3,69
2023-11-22 03:36:55,catalogue-db-6d76c95d76-zgzr9,3,319
2023-11-22 03:36:55,front-end-5d7b595bcd-kh446,536,469
2023-11-22 03:36:55,orders-d5f745cc6-4qnrb,9,438
2023-11-22 03:36:55,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:55,payment-66d9c6c5c8-l4rkq,4,56
2023-11-22 03:36:55,queue-master-78b6f85bb7-dbmqf,4,346
2023-11-22 03:36:55,rabbitmq-cbfd4b9db-rsrk7,14,165
2023-11-22 03:36:55,session-db-9dc55b5b-2qmdw,25,44
2023-11-22 03:36:55,shipping-78db6c6958-zxb5v,5,237
2023-11-22 03:36:55,user-5c8d59bcd4-24rqf,161,195
2023-11-22 03:36:55,user-db-758477f574-w5dn9,176,515
2023-11-22 03:36:56,carts-5bb979cb6d-zdvn9,67,455
2023-11-22 03:36:56,carts-db-98ff4cbc7-qrqpw,2672,344
2023-11-22 03:36:56,catalogue-7c89c4b8b7-wqpl2,4,69
2023-11-22 03:36:56,catalogue-db-6d76c95d76-zgzr9,4,319
2023-11-22 03:36:56,front-end-5d7b595bcd-kh446,551,473
2023-11-22 03:36:56,orders-d5f745cc6-4qnrb,9,438
2023-11-22 03:36:56,orders-db-c6897fc87-lmpxx,5,84
2023-11-22 03:36:56,payment-66d9c6c5c8-l4rkq,5,56
2023-11-22 03:36:56,queue-master-78b6f85bb7-dbmqf,4,346
2023-11-22 03:36:56,rabbitmq-cbfd4b9db-rsrk7,16,165
2023-11-22 03:36:56,session-db-9dc55b5b-2qmdw,31,44
2023-11-22 03:36:56,shipping-78db6c6958-zxb5v,3,236
